0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.31 0.733 0.788
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.22 0.655 0.749
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.133 0.573 0.71
0.059 0.486 0.671
0.059 0.486 0.671
0.059 0.486 0.671
0.059 0.486 0.671
0.059 0.486 0.671
0.059 0.486 0.671
